mode,entry_time,exit_time,p0,avg_entry,exit_price,budget,spent,pnl,pnl_pct,fills,hold_bars,reason
normal,2025-08-22 14:08:00+00:00,2025-08-22 14:12:00+00:00,4485.36,4485.36,4530.2136,66.29128397160156,16.57282099290039,0.1322678500725445,0.007981009999999792,1,5,take_profit
normal,2025-08-22 14:13:00+00:00,2025-08-22 14:14:00+00:00,4538.7,4538.7,4584.0869999999995,66.4235518216741,16.605887955418524,0.13253175783107096,0.00798100999999977,1,2,take_profit
normal,2025-08-22 14:15:00+00:00,2025-08-22 14:16:00+00:00,4595.96,4595.96,4641.9196,66.55608357950517,16.639020894876293,0.13279619215221672,0.007981010000000005,1,2,take_profit
normal,2025-08-22 14:17:00+00:00,2025-08-22 16:07:00+00:00,4641.87,4641.87,4688.2887,66.68887977165738,16.672219942914346,0.13306115408659736,0.007981009999999912,1,111,take_profit
normal,2025-08-22 16:08:00+00:00,2025-08-22 16:08:00+00:00,4696.15,4696.15,4743.1115,66.82194092574397,16.705485231435993,0.13332664468694233,0.007981009999999962,1,1,take_profit
normal,2025-08-22 16:09:00+00:00,2025-08-22 17:13:00+00:00,4742.92,4742.92,4790.349200000001,66.95526757043092,16.73881689260773,0.1335926650080701,0.007981009999999933,1,65,take_profit
normal,2025-08-22 17:14:00+00:00,2025-08-22 17:25:00+00:00,4795.49,4795.49,4843.4448999999995,67.08886023543899,16.772215058859747,0.13385921610690588,0.00798100999999974,1,12,take_profit
normal,2025-08-22 17:26:00+00:00,2025-08-23 02:32:00+00:00,4840.41,4766.698172588833,4695.1977,67.2227194515459,33.61135972577295,-0.5703516673570448,-0.01696901500000023,2,547,stop_loss
recovery,2025-08-23 02:33:00+00:00,2025-08-23 04:38:00+00:00,4685.93,4685.93,4732.7893,66.65236778418884,33.32618389209442,0.2659766069046441,0.007981009999999988,1,126,take_profit
normal,2025-08-23 04:39:00+00:00,2025-08-23 22:58:00+00:00,4735.47,4735.47,4782.8247,66.91834439109348,16.72958609777337,0.13351899394218947,0.007981009999999953,1,1100,take_profit
